gender,forecast_date,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,results_to,team_alive,team_id,team_name,team_rating,team_region,team_seed,team_slot
womens,2022-03-13,0,1.0,0.779595361118,0.227241942696,0.060592558571,0.020221186796,0.003001564097,0.000742245735,1,1,252,Brigham Young,88.94,Wichita,6,48
womens,2022-03-13,0,1.0,0.69791404207,0.246824161374,0.061305206885,0.019523275219,0.002828817143,0.000685007282,1,1,2483,Oregon,89.36,Wichita,5,40
womens,2022-03-13,0,1.0,0.684340672039,0.365090555765,0.109056528626,0.016494347453,0.003399091226,0.000563076294,1,1,194,Ohio State,87.23,Spokane,6,112
womens,2022-03-13,0,1.0,0.784723267315,0.346459833049,0.043546536932,0.009776656022,0.002552431909,0.000456702189,1,1,87,Notre Dame,87.31,Bridgeport,5,72
womens,2022-03-13,0,1.0,0.652396127353,0.228910435605,0.044010091664,0.00876786888,0.002393501815,0.000449558829,1,1,96,Kentucky,88.12,Bridgeport,6,80
womens,2022-03-13,0,1.0,0.888652147971,0.555086617639,0.02263621645,0.00733506483,0.001826705766,0.000340038501,1,1,12,Arizona,87.09,Greensboro,4,12
womens,2022-03-13,0,1.0,0.839502817341,0.556069632641,0.050105926264,0.008442625149,0.001771351366,0.000251884826,1,1,201,Oklahoma,86.15,Bridgeport,4,76
womens,2022-03-13,0,1.0,0.589432511071,0.066766616499,0.030715097396,0.009017485913,0.001112944059,0.000234629009,1,1,145,Mississippi,86.44,Wichita,7,56
womens,2022-03-13,0,1.0,0.516715563175,0.047824431739,0.023759558462,0.006735150275,0.000872381595,0.000192143394,1,1,2250,Gonzaga,87.35,Wichita,9,38
womens,2022-03-13,0,1.0,0.711952258099,0.068647020066,0.029069317892,0.005097882507,0.001178155081,0.000186030455,1,1,2116,Central Florida,87.38,Bridgeport,7,88
womens,2022-03-13,0,1.0,0.483284436825,0.042393223029,0.021372633785,0.006176159138,0.000766789978,0.00016271667,1,1,158,Nebraska,85.25,Wichita,8,36
womens,2022-03-13,0,1.0,0.623489320853,0.122383055396,0.044673088659,0.0035831619,0.00086736174,0.000157529236,1,1,61,Georgia,85.56,Greensboro,6,16
womens,2022-03-13,0,1.0,0.410567488929,0.034810902165,0.014775559622,0.00396433107,0.000499815075,0.000107731614,1,1,233,South Dakota,84.71,Wichita,10,58
womens,2022-03-13,0,1.0,0.347603872647,0.085128059472,0.016423435857,0.00329396263,0.000692797845,9.9500241e-05,1,1,163,Princeton,85.6,Bridgeport,11,82
womens,2022-03-13,0,1.0,0.596034283216,0.020201309681,0.00760757847,0.002558267843,0.000446912115,6.352035e-05,1,1,59,Georgia Tech,85.27,Spokane,9,102
womens,2022-03-13,0,1.0,0.556321351666,0.062910439959,0.026790851715,0.002945198844,0.000432394048,5.192214e-05,1,1,8,Arkansas,83.39,Spokane,10,122
womens,2022-03-13,0,1.0,0.525445286028,0.075765660892,0.022528078249,0.001188775966,0.000277502424,4.8730886e-05,1,1,38,Colorado,84.25,Greensboro,7,24
